fishid,supervised assignments
2013_SKT_6389,MIG
2013_SKT_6402,MIG
2013_SKT_6378,MIG
2013_SKT_6327,FWR
2013_SKT_6310,MIG
2013_SKT_6354,FWR
2013_SKT_6374,MIG
2013_SKT_6420,MIG
2013_SKT_6403,MIG
2013_SKT_6318,FWR
2013_SKT_6320,MIG
2013_SKT_6452,MIG
2013_SKT_6421,FWR
2013_SKT_6356,MIG
2013_SKT_6298,FWR
2013_SKT_6372,MIG
2013_SKT_6339,FWR
2013_SKT_6371,MIG
2013_SKT_6366,MIG
2013_SKT_6451,MIG
2013_SKT_6353,FWR
2013_SKT_6312,FWR
2013_SKT_6383,MIG
2013_SKT_6299,MIG
2013_SKT_6328,FWR
2013_SKT_6379,MIG
2013_SKT_6300,FWR
2013_SKT_6641,MIG
2013_SKT_6265,MIG
2013_SKT_6388,MIG
2013_SKT_6348,FWR
2013_SKT_6369,MIG
2013_SKT_6302,FWR
2013_SKT_6637,MIG
2013_SKT_6457,BWR
2013_SKT_6201,BWR
2013_SKT_6346,FWR
2013_SKT_6316,MIG
2013_SKT_6266,MIG
2013_SKT_6281,MIG
2013_SKT_6640,MIG
2013_SKT_6331,FWR
2013_SKT_6358,MIG
2013_SKT_6198,MIG
2013_SKT_6458,MIG
2013_SKT_6459,BWR
2013_SKT_6377,MIG
2013_SKT_6323,FWR
2013_SKT_6376,BWR
2013_SKT_6205,MIG
2013_SKT_6373,MIG
2013_SKT_6212,FWR
2013_SKT_6242,FWR
2013_SKT_6330,FWR
2013_SKT_6196,MIG
2013_SKT_6343,FWR
2013_SKT_6340,MIG
2013_SKT_6370,MIG
2013_SKT_6234,MIG
2013_SKT_6380,MIG
2013_SKT_6336,FWR
2013_SKT_6309,FWR
2013_SKT_6210,FWR
2013_SKT_6237,MIG
2013_SKT_6322,FWR
2013_SKT_6341,MIG
2013_SKT_6329,FWR
2013_SKT_6324,FWR
2013_SKT_6244,MIG
2013_SKT_6220,FWR
2013_SKT_6225,FWR
2013_SKT_6252,FWR
2013_SKT_6247,FWR
2013_SKT_6408,MIG
2013_SKT_6227,FWR
2013_SKT_6367,MIG
2013_SKT_6246,FWR
2013_SKT_6222,FWR
2013_SKT_6235,FWR
2013_SKT_6442,MIG
2013_SKT_6226,MIG
2013_SKT_6229,FWR
2013_SKT_6232,MIG
2013_SKT_6240,FWR
2013_SKT_6219,FWR
2013_SKT_6362,BWR
2013_SKT_6213,FWR
2013_SKT_6215,FWR
2013_SKT_6239,FWR
2013_SKT_6223,FWR
2013_SKT_6425,FWR
2013_SKT_6221,FWR
2013_SKT_6218,MIG
2013_SKT_6241,FWR
2013_SKT_6264,MIG
2013_SKT_6283,MIG
2013_SKT_6262,MIG
2013_SKT_6271,BWR
2013_SKT_6216,MIG
2013_SKT_6224,FWR
2013_SKT_6263,MIG
2013_SKT_6276,MIG
2013_SKT_6231,FWR
2013_SKT_6268,MIG
2013_SKT_6279,BWR
2013_SKT_6228,FWR
2013_SKT_6274,MIG
2013_SKT_6270,FWR
2013_SKT_6243,FWR
2013_SKT_6230,FWR
2013_SKT_6284,MIG
2013_SKT_6278,MIG
2013_SKT_6254,FWR
2013_SKT_6211,FWR
2013_SKT_6251,FWR
2013_SKT_6249,FWR
2013_SKT_6472,MIG
2013_SKT_6471,MIG
2013_SKT_6474,MIG
2013_SKT_6478,MIG
2013_SKT_6277,MIG
2013_SKT_6639,FWR
2013_SKT_6473,MIG
2013_SKT_6475,MIG
2013_SKT_6466,MIG
2013_SKT_6280,MIG
2013_SKT_6635,MIG
2013_SKT_6454,MIG
2013_SKT_6455,BWR
2013_SKT_6470,BWR
2013_SKT_6477,MIG
2013_SKT_6273,MIG
2013_SKT_6301,MIG
2013_SKT_6467,MIG
2013_SKT_6476,FWR
2013_SKT_6468,MIG
2013_SKT_6636,MIG
2013_SKT_6297,MIG
2011_SKT_0021,FWR
2011_SKT_0212,MIG
2011_SKT_0215,MIG
2011_SKT_0219,MIG
2011_SKT_0022,MIG
2011_SKT_0228,MIG
2011_SKT_0233,MIG
2011_SKT_0024,MIG
2011_SKT_0240,MIG
2011_SKT_0242,MIG
2011_SKT_0243,MIG
2011_SKT_0245,MIG
2011_SKT_0246,FWR
2011_SKT_0247,MIG
2011_SKT_0248,MIG
2011_SKT_0249,MIG
2011_SKT_0025,MIG
2011_SKT_0250,MIG
2011_SKT_0251,MIG
2011_SKT_0252,FWR
2011_SKT_0253,MIG
2011_SKT_0254,MIG
2011_SKT_0255,MIG
2011_SKT_0258,MIG
2011_SKT_0259,FWR
2011_SKT_0026,MIG
2011_SKT_0260,BWR
2011_SKT_0263,MIG
2011_SKT_0027,FWR
2011_SKT_0273,MIG
2011_SKT_0028,FWR
2011_SKT_0285,MIG
2011_SKT_0289,MIG
2011_SKT_0029,MIG
2011_SKT_0291,FWR
2011_SKT_0292,MIG
2011_SKT_0293,MIG
2011_SKT_0295,MIG
2011_SKT_0296,FWR
2011_SKT_0297,FWR
2011_SKT_0298,FWR
2011_SKT_0299,MIG
2011_SKT_0003,MIG
2011_SKT_0030,FWR
2011_SKT_0300,FWR
2011_SKT_0301,FWR
2011_SKT_0302,MIG
2011_SKT_0303,FWR
2011_SKT_0304,FWR
2011_SKT_0305,FWR
2011_SKT_0306,MIG
2011_SKT_0307,MIG
2011_SKT_0308,FWR
2011_SKT_0309,FWR
2011_SKT_0031,MIG
2011_SKT_0310,FWR
2011_SKT_0311,MIG
2011_SKT_0312,FWR
2011_SKT_0313,FWR
2011_SKT_0314,MIG
2011_SKT_0315,FWR
2011_SKT_0316,FWR
2011_SKT_0317,MIG
2011_SKT_0032,MIG
2011_SKT_0324,MIG
2011_SKT_0327,MIG
2011_SKT_0033,MIG
2011_SKT_0034,FWR
2011_SKT_0035,FWR
2011_SKT_0351,MIG
2011_SKT_0352,MIG
2011_SKT_0356,MIG
2011_SKT_0357,MIG
2011_SKT_0358,FWR
2011_SKT_0359,MIG
2011_SKT_0360,FWR
2011_SKT_0361,FWR
2011_SKT_0362,FWR
2011_SKT_0363,FWR
2011_SKT_0364,FWR
2011_SKT_0365,MIG
2011_SKT_0366,MIG
2011_SKT_0367,MIG
2011_SKT_0368,MIG
2011_SKT_0369,FWR
2011_SKT_0037,FWR
2011_SKT_0371,MIG
2011_SKT_0372,MIG
2011_SKT_0373,MIG
2011_SKT_0374,FWR
2011_SKT_0038,FWR
2011_SKT_0039,FWR
2011_SKT_0004,MIG
2012_SKT_4000,MIG
2012_SKT_4002,MIG
2012_SKT_4005,MIG
2012_SKT_4007,MIG
2012_SKT_4008,MIG
2012_SKT_4009,MIG
2012_SKT_4014,MIG
2012_SKT_4018,MIG
2012_SKT_4022,MIG
2012_SKT_4026,MIG
2012_SKT_4033,MIG
2012_SKT_4037,MIG
2012_SKT_4043,BWR
2012_SKT_4045,MIG
2012_SKT_4049,MIG
2012_SKT_4057,MIG
2012_SKT_4062,MIG
2012_SKT_4064,MIG
2012_SKT_4067,BWR
2012_SKT_4071,MIG
2012_SKT_4080,BWR
2012_SKT_4084,MIG
2012_SKT_4090,MIG
2012_SKT_4093,MIG
2012_SKT_4097,MIG
2011_SKT_0041,FWR
2012_SKT_4102,MIG
2012_SKT_4105,MIG
2012_SKT_4106,MIG
2012_SKT_4109,MIG
2012_SKT_4113,MIG
2012_SKT_4118,FWR
2012_SKT_4120,FWR
2012_SKT_4125,MIG
2012_SKT_4130,MIG
2012_SKT_4134,MIG
2012_SKT_4138,MIG
2012_SKT_4144,FWR
2012_SKT_4146,MIG
2012_SKT_4152,FWR
2012_SKT_4156,FWR
2012_SKT_4161,FWR
2012_SKT_4165,FWR
2012_SKT_4169,FWR
2012_SKT_4174,FWR
2012_SKT_4182,FWR
2012_SKT_4186,FWR
2012_SKT_4194,MIG
2012_SKT_4198,MIG
2011_SKT_0042,MIG
2012_SKT_4205,FWR
2012_SKT_4211,FWR
2012_SKT_4218,FWR
2012_SKT_4221,FWR
2012_SKT_4223,MIG
2012_SKT_4226,FWR
2012_SKT_4231,MIG
2012_SKT_4235,MIG
2012_SKT_4242,MIG
2012_SKT_4244,BWR
2012_SKT_4248,MIG
2012_SKT_4250,MIG
2012_SKT_4251,MIG
2012_SKT_4253,BWR
2012_SKT_4257,MIG
2012_SKT_4259,MIG
2012_SKT_4272,MIG
2012_SKT_4273,MIG
2012_SKT_4274,MIG
2012_SKT_4288,MIG
2012_SKT_4292,MIG
2012_SKT_4298,MIG
2011_SKT_0043,MIG
2012_SKT_4300,MIG
2012_SKT_4313,MIG
2012_SKT_4328,MIG
2012_SKT_4355,MIG
2012_SKT_4381,MIG
2012_SKT_4391,MIG
2011_SKT_0044,FWR
2012_SKT_4402,MIG
2012_SKT_4410,MIG
2012_SKT_4423,MIG
2012_SKT_4435,BWR
2012_SKT_4445,MIG
2012_SKT_4451,FWR
2012_SKT_4458,FWR
2012_SKT_4472,FWR
2012_SKT_4475,MIG
2012_SKT_4481,MIG
2012_SKT_4487,FWR
2012_SKT_4501,FWR
2012_SKT_4511,MIG
2012_SKT_4517,MIG
2012_SKT_4521,BWR
2012_SKT_4523,MIG
2012_SKT_4525,MIG
2012_SKT_4533,MIG
2012_SKT_4534,MIG
2012_SKT_4538,BWR
2012_SKT_4572,MIG
2012_SKT_4578,MIG
2012_SKT_4584,MIG
2012_SKT_4585,MIG
2012_SKT_4586,MIG
2012_SKT_4592,MIG
2012_SKT_4593,MIG
2012_SKT_4599,MIG
2011_SKT_0046,MIG
2012_SKT_4601,MIG
2012_SKT_4605,MIG
2012_SKT_4608,MIG
2012_SKT_4620,FWR
2012_SKT_4626,MIG
2012_SKT_4627,MIG
2012_SKT_4632,MIG
2012_SKT_4640,FWR
2012_SKT_4646,MIG
2012_SKT_4666,FWR
2012_SKT_4667,FWR
2012_SKT_4676,MIG
2012_SKT_4678,MIG
2012_SKT_4680,MIG
2012_SKT_4686,MIG
2012_SKT_4693,MIG
2012_SKT_4694,FWR
2012_SKT_4706,MIG
2012_SKT_4709,MIG
2012_SKT_4713,MIG
2012_SKT_4716,FWR
2012_SKT_4721,FWR
2012_SKT_4737,MIG
2011_SKT_0048,MIG
2011_SKT_0049,FWR
2012_SKT_4901,BWR
2012_SKT_4907,BWR
2012_SKT_4909,MIG
2012_SKT_4911,MIG
2012_SKT_4914,MIG
2012_SKT_4918,BWR
2012_SKT_4929,BWR
2012_SKT_4930,FWR
2012_SKT_4932,MIG
2012_SKT_4933,MIG
2012_SKT_4934,MIG
2012_SKT_4937,MIG
2012_SKT_4940,MIG
2012_SKT_4941,BWR
2012_SKT_4944,MIG
2012_SKT_4947,FWR
2012_SKT_4950,MIG
2012_SKT_4954,FWR
2012_SKT_4957,MIG
2012_SKT_4960,MIG
2012_SKT_4963,MIG
2012_SKT_4966,MIG
2012_SKT_4969,MIG
2012_SKT_4970,MIG
2012_SKT_4986,MIG
2012_SKT_4990,MIG
2012_SKT_4997,MIG
2011_SKT_0005,MIG
2011_SKT_0050,MIG
2012_SKT_5004,MIG
2012_SKT_5005,BWR
2012_SKT_5008,BWR
2012_SKT_5017,MIG
2012_SKT_5027,MIG
2012_SKT_5031,MIG
2012_SKT_5033,MIG
2012_SKT_5075,FWR
2012_SKT_5078,FWR
2012_SKT_5081,MIG
2012_SKT_5084,MIG
2012_SKT_5087,FWR
2012_SKT_5090,MIG
2012_SKT_5095,MIG
2012_SKT_5097,MIG
2012_SKT_5098,MIG
2011_SKT_0051,FWR
2012_SKT_5103,MIG
2012_SKT_5106,MIG
2012_SKT_5113,MIG
2012_SKT_5116,FWR
2012_SKT_5119,MIG
2012_SKT_5121,MIG
2011_SKT_0052,FWR
2011_SKT_0053,MIG
2011_SKT_0055,MIG
2011_SKT_0056,FWR
2011_SKT_0057,FWR
2011_SKT_0058,FWR
2011_SKT_0059,FWR
2011_SKT_0060,FWR
2011_SKT_0061,FWR
2011_SKT_0062,MIG
2011_SKT_0063,FWR
2011_SKT_0064,FWR
2011_SKT_0065,FWR
2011_SKT_0066,FWR
2011_SKT_0067,MIG
2011_SKT_0068,MIG
2011_SKT_0069,FWR
2011_SKT_0070,MIG
2011_SKT_0071,FWR
2011_SKT_0072,FWR
2011_SKT_0073,MIG
2011_SKT_0074,FWR
2011_SKT_0075,FWR
2011_SKT_0076,FWR
2011_SKT_0077,FWR
2011_SKT_0079,FWR
2011_SKT_0008,FWR
2011_SKT_0080,FWR
2011_SKT_0081,FWR
2011_SKT_0082,FWR
2011_SKT_0083,FWR
2011_SKT_0084,FWR
2011_SKT_0086,BWR
2011_SKT_0009,MIG
2014_SKT_0600,FWR
2014_SKT_0597,FWR
2014_SKT_0011,MIG
2014_SKT_0006,MIG
2014_SKT_0090,FWR
2014_SKT_0001,MIG
2014_SKT_0591,FWR
2014_SKT_0003,MIG
2014_SKT_0593,FWR
2014_SKT_0584,FWR
2014_SKT_0581,MIG
2014_SKT_0598,MIG
2014_SKT_0595,FWR
2014_SKT_0007,MIG
2014_SKT_0005,MIG
2014_SKT_0592,MIG
2014_SKT_0009,MIG
2014_SKT_0585,FWR
2014_SKT_0583,MIG
2014_SKT_0588,MIG
2014_SKT_0599,FWR
2014_SKT_0010,MIG
2014_SKT_0589,MIG
2014_SKT_0582,FWR
2014_SKT_0002,MIG
2014_SKT_0596,MIG
2014_SKT_0594,MIG
2014_SKT_0516,FWR
2014_SKT_0541,FWR
2014_SKT_0578,MIG
2014_SKT_0502,MIG
2014_SKT_0549,MIG
2014_SKT_0518,FWR
2014_SKT_0520,MIG
2014_SKT_0508,MIG
2014_SKT_0544,FWR
2014_SKT_0529,MIG
2014_SKT_0173,MIG
2014_SKT_0179,MIG
2014_SKT_0580,MIG
2014_SKT_0568,MIG
2014_SKT_0562,MIG
2014_SKT_0554,MIG
2014_SKT_0567,MIG
2014_SKT_0559,MIG
2014_SKT_0132,MIG
2014_SKT_0331,MIG
2014_SKT_0189,MIG
2014_SKT_0112,MIG
2014_SKT_0102,MIG
2014_SKT_0103,MIG
2014_SKT_0182,MIG
2014_SKT_0347,MIG
2014_SKT_0141,MIG
2014_SKT_0115,MIG
2014_SKT_0129,MIG
2014_SKT_0116,MIG
2014_SKT_0162,MIG
2014_SKT_0144,MIG
2014_SKT_0343,MIG
2014_SKT_0105,MIG
2014_SKT_0149,MIG
2014_SKT_0126,MIG
2014_SKT_0164,MIG
2014_SKT_0348,MIG
2014_SKT_0104,MIG
2014_SKT_0191,MIG
2014_SKT_0166,MIG
2014_SKT_0138,MIG
2014_SKT_0168,MIG
2014_SKT_0310,MIG
2014_SKT_0151,MIG
2014_SKT_0145,FWR
2014_SKT_0146,MIG
2014_SKT_0357,BWR
2014_SKT_0396,MIG
2014_SKT_0389,MIG
2014_SKT_0393,MIG
2014_SKT_0388,MIG
2014_SKT_0371,MIG
2014_SKT_0395,BWR
2014_SKT_0362,MIG
2014_SKT_0364,BWR
2014_SKT_0383,MIG
2014_SKT_0367,MIG
2014_SKT_0366,MIG
2014_SKT_0384,MIG
2014_SKT_0356,MIG
2014_SKT_0379,MIG
2014_SKT_0375,MIG
2014_SKT_0392,BWR
2014_SKT_0376,MIG
2014_SKT_0381,MIG
2014_SKT_0398,BWR
2014_SKT_0363,FWR
2014_SKT_0374,BWR
2014_SKT_0370,MIG
2014_SKT_0354,MIG
2014_SKT_0380,MIG
2014_SKT_0377,MIG
2014_SKT_0385,MIG
2014_SKT_0369,MIG
2014_SKT_0373,MIG
2014_SKT_0387,MIG
2014_SKT_0361,MIG
2014_SKT_0365,MIG
2014_SKT_0352,BWR
2014_SKT_0368,MIG
2014_SKT_0391,MIG
2014_SKT_0353,MIG
2014_SKT_0359,MIG
2014_SKT_0390,MIG
2014_SKT_0360,MIG
2014_SKT_0378,MIG
2014_SKT_0394,MIG
2014_SKT_0372,MIG
2014_SKT_0338,MIG
2014_SKT_0120,MIG
2014_SKT_0123,MIG
2014_SKT_0382,MIG
2014_SKT_0355,MIG
2014_SKT_0140,MIG
2014_SKT_0346,MIG
2014_SKT_0397,MIG
2014_SKT_0111,MIG
2014_SKT_0386,MIG
2014_SKT_0336,MIG
2014_SKT_0107,MIG
2014_SKT_0130,MIG
2014_SKT_0340,MIG
2014_SKT_0341,MIG
2014_SKT_0125,MIG
2014_SKT_0135,MIG
2014_SKT_0344,MIG
2014_SKT_0113,MIG
2014_SKT_0181,MIG
2014_SKT_0134,MIG
2014_SKT_0101,MIG
2014_SKT_0351,MIG
2014_SKT_0110,MIG
2014_SKT_0118,MIG
2014_SKT_0128,MIG
2014_SKT_0148,MIG
2014_SKT_0114,MIG
2014_SKT_0150,MIG
2014_SKT_0342,MIG
2014_SKT_0570,MIG
2014_SKT_0571,MIG
2014_SKT_0576,MIG
2014_SKT_0573,MIG
2015_SKT_1000,MIG
2015_SKT_1004,MIG
2015_SKT_1008,MIG
2015_SKT_1012,MIG
2015_SKT_1001,MIG
2015_SKT_1005,MIG
2015_SKT_1009,MIG
2015_SKT_1013,MIG
2015_SKT_7063,MIG
2015_SKT_1002,MIG
2015_SKT_1006,MIG
2015_SKT_1010,MIG
2015_SKT_1014,MIG
2015_SKT_7064,MIG
2015_SKT_1007,MIG
2015_SKT_1011,MIG
2015_SKT_7061,FWR
2015_SKT_7065,MIG
2015_SKT_7066,MIG
2015_SKT_7070,MIG
2015_SKT_7074,MIG
2015_SKT_7078,MIG
2015_SKT_7082,FWR
2015_SKT_7068,MIG
2015_SKT_7071,MIG
2015_SKT_7075,MIG
2015_SKT_7079,MIG
2015_SKT_7069,MIG
2015_SKT_7076,MIG
2015_SKT_7080,MIG
2015_SKT_7084,FWR
2015_SKT_7067,MIG
2015_SKT_7073,MIG
2015_SKT_7077,MIG
2015_SKT_7081,MIG
2015_SKT_7085,MIG
2015_SKT_7086,MIG
2015_SKT_7090,MIG
2015_SKT_7094,MIG
2015_SKT_7099,MIG
2015_SKT_7103,MIG
2015_SKT_7109,MIG
2015_SKT_7087,MIG
2015_SKT_7091,MIG
2015_SKT_7095,FWR
2015_SKT_7100,BWR
2015_SKT_7105,MIG
2015_SKT_7110,MIG
2015_SKT_7088,MIG
2015_SKT_7092,MIG
2015_SKT_7096,FWR
2015_SKT_7101,MIG
2015_SKT_7106,MIG
2015_SKT_7111,MIG
2015_SKT_7089,MIG
2015_SKT_7093,MIG
2015_SKT_7097,MIG
2015_SKT_7102,MIG
2015_SKT_7107,MIG
2015_SKT_7112,MIG
2015_SKT_7113,MIG
2015_SKT_7117,MIG
2015_SKT_7121,MIG
2015_SKT_7125,MIG
2015_SKT_7129,MIG
2015_SKT_7135,FWR
2015_SKT_7114,MIG
2015_SKT_7118,MIG
2015_SKT_7122,FWR
2015_SKT_7126,MIG
2015_SKT_7130,MIG
2015_SKT_7136,MIG
2015_SKT_7115,MIG
2015_SKT_7119,MIG
2015_SKT_7123,MIG
2015_SKT_7127,MIG
2015_SKT_7133,FWR
2015_SKT_7137,MIG
2015_SKT_7116,MIG
2015_SKT_7120,MIG
2015_SKT_7124,MIG
2015_SKT_7128,MIG
2015_SKT_7134,MIG
2015_SKT_7138,MIG
2015_SKT_7140,MIG
2015_SKT_7144,MIG
2015_SKT_7148,MIG
2015_SKT_7152,MIG
2015_SKT_7156,MIG
2015_SKT_7160,MIG
2015_SKT_7141,MIG
2015_SKT_7145,FWR
2015_SKT_7149,MIG
2015_SKT_7153,MIG
2015_SKT_7157,MIG
2015_SKT_7161,MIG
2015_SKT_7142,MIG
2015_SKT_7146,MIG
2015_SKT_7150,BWR
2015_SKT_7154,MIG
2015_SKT_7158,MIG
2015_SKT_7162,MIG
2015_SKT_7143,BWR
2015_SKT_7147,MIG
2015_SKT_7151,MIG
2015_SKT_7155,MIG
2015_SKT_7159,MIG
2015_SKT_7163,MIG
2015_SKT_7164,MIG
2015_SKT_7168,MIG
2015_SKT_7169,FWR
2015_SKT_7166,MIG
2015_SKT_7167,BWR
